+ .venv/bin/python -m twomove.sweep --stage s2b --materials k_pawns8 --regimes ET --games 512 --nodes 12000 --out experiments/results/ocean --workers 20
1 points, 512 games max
  [s2b-k_pawns8-ET] 384/512 games (2269/h, eta 3m)
  [s2b-k_pawns8-ET] 385/512 games (2274/h, eta 3m)
  [s2b-k_pawns8-ET] 386/512 games (2272/h, eta 3m)
  [s2b-k_pawns8-ET] 387/512 games (2268/h, eta 3m)
  [s2b-k_pawns8-ET] 388/512 games (2272/h, eta 3m)
  [s2b-k_pawns8-ET] 389/512 games (2277/h, eta 3m)
  [s2b-k_pawns8-ET] 390/512 games (2279/h, eta 3m)
  [s2b-k_pawns8-ET] 391/512 games (2282/h, eta 3m)
  [s2b-k_pawns8-ET] 392/512 games (2286/h, eta 3m)
  [s2b-k_pawns8-ET] 393/512 games (2287/h, eta 3m)
  [s2b-k_pawns8-ET] 394/512 games (2286/h, eta 3m)
  [s2b-k_pawns8-ET] 395/512 games (2286/h, eta 3m)
  [s2b-k_pawns8-ET] 396/512 games (2275/h, eta 3m)
  [s2b-k_pawns8-ET] 397/512 games (2281/h, eta 3m)
  [s2b-k_pawns8-ET] 398/512 games (2282/h, eta 3m)
  [s2b-k_pawns8-ET] 399/512 games (2264/h, eta 3m)
  [s2b-k_pawns8-ET] 400/512 games (2264/h, eta 3m)
  [s2b-k_pawns8-ET] 401/512 games (2262/h, eta 3m)
  [s2b-k_pawns8-ET] 402/512 games (2266/h, eta 3m)
  [s2b-k_pawns8-ET] 403/512 games (2272/h, eta 3m)
  [s2b-k_pawns8-ET] 404/512 games (2273/h, eta 3m)
  [s2b-k_pawns8-ET] 405/512 games (2277/h, eta 3m)
  [s2b-k_pawns8-ET] 406/512 games (2281/h, eta 3m)
  [s2b-k_pawns8-ET] 407/512 games (2286/h, eta 3m)
  [s2b-k_pawns8-ET] 408/512 games (2282/h, eta 3m)
  [s2b-k_pawns8-ET] 409/512 games (2284/h, eta 3m)
  [s2b-k_pawns8-ET] 410/512 games (2290/h, eta 3m)
  [s2b-k_pawns8-ET] 411/512 games (2292/h, eta 3m)
  [s2b-k_pawns8-ET] 412/512 games (2293/h, eta 3m)
  [s2b-k_pawns8-ET] 413/512 games (2294/h, eta 3m)
  [s2b-k_pawns8-ET] 414/512 games (2279/h, eta 3m)
  [s2b-k_pawns8-ET] 415/512 games (2278/h, eta 3m)
  [s2b-k_pawns8-ET] 416/512 games (2278/h, eta 3m)
  [s2b-k_pawns8-ET] 417/512 games (2278/h, eta 3m)
  [s2b-k_pawns8-ET] 418/512 games (2274/h, eta 2m)
  [s2b-k_pawns8-ET] 419/512 games (2267/h, eta 2m)
  [s2b-k_pawns8-ET] 420/512 games (2271/h, eta 2m)
  [s2b-k_pawns8-ET] 421/512 games (2274/h, eta 2m)
  [s2b-k_pawns8-ET] 422/512 games (2273/h, eta 2m)
  [s2b-k_pawns8-ET] 423/512 games (2269/h, eta 2m)
  [s2b-k_pawns8-ET] 424/512 games (2270/h, eta 2m)
  [s2b-k_pawns8-ET] 425/512 games (2275/h, eta 2m)
  [s2b-k_pawns8-ET] 426/512 games (2269/h, eta 2m)
  [s2b-k_pawns8-ET] 427/512 games (2274/h, eta 2m)
  [s2b-k_pawns8-ET] 428/512 games (2275/h, eta 2m)
  [s2b-k_pawns8-ET] 429/512 games (2274/h, eta 2m)
  [s2b-k_pawns8-ET] 430/512 games (2274/h, eta 2m)
  [s2b-k_pawns8-ET] 431/512 games (2278/h, eta 2m)
  [s2b-k_pawns8-ET] 432/512 games (2280/h, eta 2m)
  [s2b-k_pawns8-ET] 433/512 games (2277/h, eta 2m)
  [s2b-k_pawns8-ET] 434/512 games (2279/h, eta 2m)
  [s2b-k_pawns8-ET] 435/512 games (2283/h, eta 2m)
  [s2b-k_pawns8-ET] 436/512 games (2279/h, eta 2m)
  [s2b-k_pawns8-ET] 437/512 games (2278/h, eta 2m)
  [s2b-k_pawns8-ET] 438/512 games (2280/h, eta 2m)
  [s2b-k_pawns8-ET] 439/512 games (2282/h, eta 2m)
  [s2b-k_pawns8-ET] 440/512 games (2281/h, eta 2m)
  [s2b-k_pawns8-ET] 441/512 games (2279/h, eta 2m)
  [s2b-k_pawns8-ET] 442/512 games (2278/h, eta 2m)
  [s2b-k_pawns8-ET] 443/512 games (2276/h, eta 2m)
  [s2b-k_pawns8-ET] 444/512 games (2280/h, eta 2m)
  [s2b-k_pawns8-ET] 445/512 games (2278/h, eta 2m)
  [s2b-k_pawns8-ET] 446/512 games (2281/h, eta 2m)
  [s2b-k_pawns8-ET] 447/512 games (2277/h, eta 2m)
  [s2b-k_pawns8-ET] 448/512 games (2282/h, eta 2m)
  [s2b-k_pawns8-ET] 449/512 games (2279/h, eta 2m)
  [s2b-k_pawns8-ET] 450/512 games (2282/h, eta 2m)
  [s2b-k_pawns8-ET] 451/512 games (2274/h, eta 2m)
  [s2b-k_pawns8-ET] 452/512 games (2277/h, eta 2m)
  [s2b-k_pawns8-ET] 453/512 games (2281/h, eta 2m)
  [s2b-k_pawns8-ET] 454/512 games (2285/h, eta 2m)
  [s2b-k_pawns8-ET] 455/512 games (2282/h, eta 1m)
  [s2b-k_pawns8-ET] 456/512 games (2273/h, eta 1m)
  [s2b-k_pawns8-ET] 457/512 games (2274/h, eta 1m)
  [s2b-k_pawns8-ET] 458/512 games (2278/h, eta 1m)
  [s2b-k_pawns8-ET] 459/512 games (2279/h, eta 1m)
  [s2b-k_pawns8-ET] 460/512 games (2283/h, eta 1m)
  [s2b-k_pawns8-ET] 461/512 games (2279/h, eta 1m)
  [s2b-k_pawns8-ET] 462/512 games (2284/h, eta 1m)
  [s2b-k_pawns8-ET] 463/512 games (2270/h, eta 1m)
  [s2b-k_pawns8-ET] 464/512 games (2272/h, eta 1m)
  [s2b-k_pawns8-ET] 465/512 games (2273/h, eta 1m)
/usr/lib/python3.14/multiprocessing/resource_tracker.py:396: UserWarning: resource_tracker: There appear to be 6 leaked semaphore objects to clean up at shutdown: {'/mp-vgj8vsya', '/mp-91s41oh8', '/mp-vsn89i0i', '/mp-_hxp8was', '/mp-_6xi9kgh', '/mp-jufvytj5'}
  warnings.warn(
